peak_value,fwhm,prominence,corr_energy,qc_coincidence,qc_bell_corr,qc_hom_vis,snr_db_true,snr_db_est,local_cv,label
0.4807272598759432,406.11118770523456,5.031889592098821,57.98323632431813,0.31185157910083566,0.2289950026032535,0.4537292581770861,-6,-5.917,0.48176148636897276,1
0.8947166399759634,424.2315275213801,5.132740133315526,217.53682718391832,0.1450928434550279,0.13701831792887195,0.4483926754075961,6,5.709,0.5072413029627082,1
0.254789,477.0,4.9899,20.265125,0.351953,0.219336,0.383789,-12,-12.136,0.5091,0
0.69546,413.0,5.1207,132.6486,0.283203,0.196875,0.410938,0,-0.197,0.4983,1
0.923774,412.0,5.1434,232.723595,0.198047,0.206445,0.458203,8,7.635,0.5065,1
0.121333,417.0,4.9377,4.172494,0.37168,0.299023,0.349805,-20,-20.089,0.4737,0
0.854467,420.0,5.1481,205.075049,0.232617,0.239844,0.469141,4,4.349,0.498,1
0.3191772792024813,458.68447269116723,5.184367642884208,38.24761604993602,0.343646690451261,0.2513941428277455,0.4750919665376006,-8,-8.02,0.49604386799440947,1
0.6953158531353303,436.0577587940417,5.0379807844219675,150.40617289643816,0.34381850131817443,0.2949283309475428,0.42711550111017954,0,0.106,0.5018879641490093,1
0.759741,413.0,5.1046,159.905445,0.253516,0.22207,0.448633,2,1.826,0.4876,1
0.21656709998794232,432.0734534905996,4.824618024008701,17.92413163104381,0.3354568119762973,0.23285470367676028,0.41994067337271646,-12,-12.098,0.5085202224741864,0
0.258803,456.0,5.0255,20.225971,0.323633,0.259766,0.360742,-10,-10.024,0.5008,0
0.305886,415.0,4.9962,25.977383,0.283398,0.160547,0.493359,-10,-9.929,0.4903,0
0.8553170684516614,429.31276247914343,5.028503785912038,204.41774028931997,0.2186208343894691,0.20182684416337893,0.4055011763542075,4,4.296,0.49430672360690203,1
0.9316677875400706,428.6532766152635,5.1210889592213995,251.76807852839275,0.22372646580439715,0.16045797118402763,0.4816287685384262,8,8.078,0.5049204309408099,1
0.410662,424.0,5.0296,48.566473,0.352734,0.225195,0.417383,-8,-7.735,0.4831,1
0.190307,457.0,4.8587,11.084512,0.279883,0.209766,0.500391,-14,-14.091,0.5121,0
0.11918253262233748,437.65118834311465,4.870858196025953,-1.812270472990912,0.34799183027859387,0.3674338082916094,0.31664241414896005,-16,-16.117,0.5273433870731299,0
0.772995,434.0,5.1649,166.958892,0.207813,0.155273,0.466016,2,1.785,0.5013,1
0.5470518533456634,425.8448317973334,4.925824703339948,70.62423195654641,0.3008626180259524,0.26700830438685824,0.39128158684354725,-4,-4.298,0.48227016728676797,1
0.473059,461.0,4.9605,68.524899,0.308008,0.266211,0.332617,-6,-6.077,0.4986,1
0.237305,450.0,4.7087,16.888187,0.281836,0.179883,0.408008,-12,-11.7,0.4934,0
0.9314781506869133,417.6891739064779,5.0835190718464665,240.11639817867572,0.18096895008861943,0.20340405591139557,0.47462619265122025,8,8.044,0.5067396794940017,1
0.6344983757910955,433.8791036702367,5.026035282829292,117.12664793767985,0.38530661541347366,0.28555491153644486,0.38250295906782117,-2,-1.661,0.49182175404572376,1
